"<span>proper names</span>","<span>NEC+</span>","<span>Designation</span>","<span>HIP</span>","<span>Bayer ID</span>","<span>Simbad spelling</span>","<span>Constellation</span>","<span>Origin</span>","<span>Language</span>","<span>Reference</span>","<span>Date of Adoption</span>"
"Guniibuu","6,441","* 36 Oph","84405","36 Oph","Guniibuu","Oph","Guniibuu is the Kamilaroi/Euahlayi name for the robin red-breast bird (Petroica boodang). A traditional story links Guniibuu with Gidjirrigaa (Budgerigar) the star κ Sco.","Aboriginal/ Kamilaroi/ Euahlayi","Fuller, R.S. (2018) Aboriginal Astronomy: The Kamilaroi and Euahlayi Peoples. Brochure accompanying planisphere for school education based on knowledge from Euahlayi elder Ghillar Michael Anderson. http://www.aboriginalastronomy.com.au/content/community/kamilaroi/","2018/08/10"
"Imai","4,663","HR 4656","59747","δ Cru","Imai","Cru","The Mursi name a line of four stars imai (δ Cru), thaadoi (β Cru), waar (β Cen) and sholbi (α Cen). Their successive disappearance (heliacal setting) are used to determine when the River Omo will flood (it does this several times) and hence to determine when to plant the annual crop of cowpeas beside it (after the last flood but before the ground dries out). Imai is the Mursi name for the grass that grows along the banks of the river (Rhynchelytrum repens). It is said that when the imai star disappears, the Omo rises high enough to flatten the imai grass.","African/ Mursi","Turton and Ruggles (1978), ""Agreeing to Disagree: the measurement of duration in a south-western Ethiopian community"", Current Anthropology, 19 (1978), 585-600.","2018/08/10"
"La Superba","4,854","HR 4846","62223","Y CVn","La Superba","CVn","In 1868 Secchi used ""superba"" as an adjective to describe the star Y CVn, not as a proper name of the star. However, in 1876 Birmingham seems to have borrowed from Secchi this term and used it as a proper name of the star. As a consequence, in 1877 Secchi himself adopted the same name. Agnes Clerke attributed the term to Secchi, without distinguishing between the adjective and the name. In principle, it should be attributed to both Secchi and Birmingham, in my opinion.","Latin","Email from Ileana Chinnici, biographer of Secchi, to Ian Ridpath 2024 October 14.","2018/08/10"
"Paikauhale","6,183","HR 6165","81266","τ Sco","Paikauhale","Sco","Au-haele, Hōkū-‘ula and Paikauhale are documented as three stars in a line, running from north to south. Two of the most reliable sources—Mary Puku‘i and Rubellite Johnson—both identify Hōkū-‘ula as Antares (α Sco), which makes Au-haele Alniyat (σ Sco) and Paikauhale τ Sco.","Hawaii'ian","Johnson, Mahelona and Ruggles (2015), Nā Inoa Hōkū, p. 201","2018/08/10"
"Toliman","5,459","HR 5460","71681","α Cen","Toliman","Cen","Applied in recent times from some pre-Islamic Arabian name al-zulman, ""the Ostriches."" Stars in today's Centaurus were variously identified with one or more ostriches by the pre-Islamic Arabians, but what star or stars were originally designated is unknown.","Arabic","Kunitzsch, Paul; Smart, Tim (2006). A Dictionary of Modern star Names: A Short Guide to 254 Star Names and Their Derivations (2nd rev. ed.). Cambridge, Massachusetts: Sky Pub.","2018/08/10"
"Alpherg","466","HR 437","7097","η Psc","Alpherg","Psc","","Arabic","--","2018/06/01"
"Alruba","6,652","HR 6618","86782","","Alruba","Dra","Arabic الربع Al Rubaʽ translates ""the foal"" and specifically refers to a young camel born in the spring. The name was considered traditional by WGSN in 2018 as it is listed in Allen (1899).","Arabic","Allen (1899, 211)","2018/06/01"
"Ashlesha","3,465","HR 3482","43109","ε Hya","Ashlesha","Hya","Āśleṣā (आश्लेषा) is the Sanskrit name for an asterism in Hydra. It is considered one of the traditional Nakṣatras (lunar stations).","Sanskrit","--","2018/06/01"
"Azmidi","3,016","HR 3045","38170","ξ Pup","Azmidi","Pup","The name is an abbreviated misspelling of a Greek term. In the Almagest, the third star in Argo is called ""The northernmost of the 2 stars close together over the little shield in the poop."" The 'little shield' in Greek is ἀσπιδίσκῃ (Aspidiske), sometimes misspelled Azmidi(ske), and the asterism may or may not consist of stars, while the Almagest lists ξ and ο Pup ""above"" it. According to Allen (1899) The Century Atlas (1897) by Benjamin E. Smith registers ι Arg (now Car) with the name ""Aspidiske"".","Greek","cf. Allen (1899, 74), Heiberg and Ptolemy (18.., 146), Toomer and Ptolemy (1984, 388)","2018/06/01"
"Bunda","8,243","HR 8264","106786","ξ Aqr","Bunda","Aqr","Bunda is a Persian lunar mansion.","Persian","--","2018/06/01"
"Elgafar","5,405","HR 5409","70755","ϕ Vir","Elgafar","Vir","This name is a rare transliteration of Arabic الغفر al-ghafr (or ""El-ġafr""), The Cover. This transliteration was used by Ideler (1809) but is uncommon today except in the Arabic Maghreb (northwest Africa). It is the name of the 15th lunar station (5 Oct).","Arabic","--","2018/06/01"
"Elkurud","2,174","HR 2177","29034","θ Col","Elkurud","Col","Early Arab poets referred to a number of anonymous stars as الفرود al-furūd, ""the solitary ones"". Besides this known name, Allen (1899) suggested that al-furūd might have been an old transcriber's error for القرود al-qurūd ""the apes"", which he rendered ""Al Ḳurūd"". Although this idea did not receive scholarly support, WGSN used the rare transliteration Elkurud for this star, as ""Furud"" was already chosen for ζ CMa.","Arabic","--","2018/06/01"
"Fawaris","7,517","HR 7528","97165","δ Cyg","Fawaris","Cyg","al-Fawāris (الفوارس), ""the Riders"" is an in indigenous Arabic asterism consisting of at least four stars. WGSN applied the name of the group to one of its members that now preserves (pars pro toto) the Indigenous heritage.","Arabic","Allen (1899, 195).","2018/06/01"
"Felis","3,894","HR 3923","48615","","Felis","Hya","Felis (The Cat) is the name of a constellation invented by Lalande. The name is applied to one star in the area that the constellation covered.","Latin","http://www.ianridpath.com/startales/felis.html","2018/06/01"
"Fumalsamakah","8,749","HR 8773","113889","β Psc","Fumalsamakah","Psc","Arabic فم السمكة fum al-samakah means ""mouth of the fish"". The name was considered traditional by the IAU in 2016, although it does not appear in Kunitzsch and Smart (2006) and not in Allen (1899).","Arabic","--","2018/06/01"
"Heze","5,113","HR 5107","66249","ζ Vir","Heze","Vir","Name of unknown etymology from the ""Atlas Coeli Skalnaté Pleso"" of Czech astronomer Antonín Bečvář (1901-1965). It could refer to God, possibly derived from Ezechiel (one of four prophets from Old Testament). Transcription to the Greek language adds ""H"" to EZE.","Greco-Hebrew","Bečvář, A. (1948) Atlas coeli Skalnaté Pleso. Praha: Přírodověcké Vydavatelství","2018/06/01"
"Kraz","4,793","HR 4786","61359","β Crv","Kraz","Crv","Name of unknown etymology from the ""Atlas Coeli Skalnaté Pleso"" of Czech astronomer Antonín Bečvář (1901-1965).","unknown","Bečvář, A. (1948) Atlas coeli Skalnaté Pleso. Praha: Přírodověcké Vydavatelství","2018/06/01"
"Nahn","3,607","HR 3627","44946","ξ Cnc","Nahn","Cnc","""Nahn"", the Persian term for ""Nose"", given to ξ Cnc in the NASA Memorandum by Rhoads (1971).","Persian","Rhoads (1971)","2018/06/01"
"Okab","7,245","HR 7235","93747","ζ Aql","Okab","Aql","Zeta and Epsilon Aquilae together bore the traditional name Deneb el Okab, from an Arabic term ذنب العقاب Dhanab al-ʽuqāb ""the tail of the eagle"".","Arabic","--","2018/06/01"
"Piautos","3,255","HR 3268","40881","λ Cnc","Piautos","Cnc","piautos (πιαυτος) is a composition from Greek autos (""self"") and Coptic pi- (""that"") meaning ""the same one"". It occurred in a Coptic manuscript on lunar stations. Coptic is the ancient Egyptian language written in Greek letters, but lunar stations were uncommon for both the Greek and Egyptian culture. Hence, the origin of this term remains unknown.","Coptic","--","2018/06/01"
"Tarf","3,228","HR 3249","40526","β Cnc","Tarf","Cnc","Arabic: الطرف, Al-Ṭarf (The eyes of the lion) is one of the traditional ""Lunar Stations"". It is composed of the 2 stars: ε Leo and ο Leo. However, the name has been in common use for β Cnc as it was published in the Yale Bright Star Catalogue.","Arabic","Hoffleit, D.; Warren, W. H. (1995). ""VizieR Online Data Catalog: Bright Star Catalogue, 5th Revised Ed. (Hoffleit+, 1991)"". VizieR On-line Data Catalog: V/50. Originally Published in: 1964BS....C......0H. 5050. Bibcode:1995yCat.5050....0H.","2018/06/01"
"Ukdah","3,818","HR 3845","47431","ι Hya","Ukdah","Hya","Kazwini knew the stars tau1, tau2 Hya as عقدة ʽuqdah (or ʽuḳdah), Arabic ""knot"". Rhoads (1971) considers this asterism consisting of four stars: tau1, tau2, 33 and ι Hya.","Arabic","Rhoads (1971)","2018/06/01"
"Ginan","4,704","HR 4700","60260","ε Cru","Ginan","Cru","Ginan is the Wardaman name of ε Cru, from the Northern Territory, Australia. Ginan was found by Mulugurnden (the crayfish), who brought the red flying foxes from the underworld to the sky. The bats flew up the track of the Milky Way and traded the spiritual song with Guyaru, the Night Owl (Sirius). The bats fly through the constellation Scorpius on their way to the Southern Cross, trading songs as they go. The song informs the people about initiation, which is managed by the stars in Scorpius and related to Larawag (who ensures the appropriate personnel are present for the final stages of the ceremony). The colour of the star is reflected as the brownish-red colour of the dilly bag and its association with ceremonial fire.","Aboriginal/ Wardaman","Cairns, H. and Harney, B.Y. (2003) Dark Sparklers - Yidumduma's Aboriginal Astronomy. H.C. Cairns, Merimbula, NSW, pp. 147-149, 153.","2017/11/17"
"Larawag","6,268","HR 6241","82396","ε Sco","Larawag","Sco","Larawag is the Wardaman name of ε Sco, from the Northern Territory, Australia. Larawag is part of a procession of beings along the curve of stars in Scorpius, acting as the signal watcher, noting when only legitimate participants are present and in view of the ceremony. He gives the “All clear” signal, allowing the secret part of the ceremony to continue. This procession is related to the bats that carry Ginan.","Aboriginal/ Wardaman","Cairns, H. and Harney, B.Y. (2003) Dark Sparklers - Yidumduma's Aboriginal Astronomy. H.C. Cairns, Merimbula, NSW, pp. 147-149.","2017/11/17"
"Wurren","357","HR 338","5348","ζ Phe","Wurren","Phe","Wurren is the Wardaman name of ζ Phe, from the Northern Territory, Australia. Wurren means “child” and refers to the “Little Fish”, a child of Dungdung – the life-creating Frog Lady. Wurren gives water to Gawalyan, the echidna (Achernar), which they direct Earthly initiates to carry in small bowls. The water came from a great waterfall used to cool the people during the ceremony. Just as the water at the base of the waterfall keeps people cool and rises to the sky as mist, the water in the initiates’ bowls keeps them cool and symbolically transforms into clouds that bring the wet rains of the monsoon season. These ceremonies occur in late December when the weather is hot and these stars are high in the evening sky, signalling the start of the monsoon.","Aboriginal/ Wardaman","Cairns, H. and Harney, B.Y. (2003) Dark Sparklers - Yidumduma's Aboriginal Astronomy. H.C. Cairns, Merimbula, NSW, pp. 200, 204.","2017/11/17"
"Achird","257","HR 219","3821","η Cas","Achird","Cas","The proper name Achird was apparently first applied to Eta Cassiopeiae in the Skalnate Pleso Atlas of the Heavens published in Slovacia in 1950, but is not known prior to that.","Contemporary","--","2017/09/05"
"Ainalrami","7,147","HR 7116","92761","ν1 Sgr","Ainalrami","Sgr","Arabic عين الرامي ʽain al-rāmī (simplified Ainalrami) means The Eye of the Archer. It originates from Arabic Almagest translations.","Arabic","--","2017/09/05"
"Aladfar","7,302","HR 7298","94481","η Lyr","Aladfar","Lyr","Aladfar derives from the Arabic الأظفر al-ʼuẓfur ""the talons (of the swooping [eagle])"" which designates and asterism consisting of µ and η Lyr. It was made popular by Allen.","Arabic","Allen (1899, 288)","2017/09/05"
"Albaldah","7,280","HR 7264","94141","π Sgr","Albaldah","Sgr","The name of the 21st Arabic lunar station, البلدة, Al-Baldah (The empty area), designates a starless region between ζ Sgr and α Cap; the star π Sgr is at its northern edge and was wrongly attributed with this name by Allen (1899, 359).","Arabic","--","2017/09/05"
"Aldhanab","8,338","HR 8353","108085","γ Gru","Aldhanab","Gru","Al Dhanab from Arabic ال ذنب (adh-dhanab), The Tail, became common since its mentioning in Allen (1899). There it is attributed to a Persian astronomer but the whole constellation Grus is a constellation invented in the Early Modern Era.","Arabic","Allen (1899, 238)","2017/09/05"
"Aldhibah","6,408","HR 6396","83895","ζ Dra","Aldhibah","Dra","ζ and η Draconis together had been considered the asterism of الذئب, al-dhiʼb, Two Hyenas or Two Wolfs that are lurking for the Camel's Foal that is protected by its mother (other stars in Draco).","Arabic","Allen (1899, 210)","2017/09/05"
"Aldulfin","7,843","HR 7852","101421","ε Del","Aldulfin","Del","Arabic scholarship adopted the Greek loanword ""dulfim"" or ""dulfin"" (with article: ad-dulfin or simplified adulfin) for the marine mammal. The star ε Del at the dorsal fin of the Ptolemaic (smaller than ancient Greek) figure was called Al Dhanab al Dulfim (the Dolphin's Tail) and as there are many stars named with the Arabic root for ""tail"", WGSN adopted only the last part of the name.","Arabic","Allen (1899, 201)","2017/09/05"
"Alkaphrah","3,579","HR 3594","44471","κ UMa","Alkaphrah","UMa","corrupted spelling of Arabic القفزة al-qafzah ""the leap"" of the Indigenous Arabic group of gazelle asterisms preserved in Ibn Qutaybah.","Arabic","--","2017/09/05"
"Alkarab","8,868","HR 8905","115623","υ Peg","Alkarab","Peg","traditional Arabic name Al Karab, The Bucket-rope, was an asterism consisting of τ and υ Peg","Arabic","Allen (1899, 329)","2017/09/05"
"Alsephina","3,132","HR 3485","42913","δ Vel","Alsephina","Vel","The term is Arabic for ""The Ship"". It originates from the translation of Greek knowledge to Arabic when Argo Navis (The Ship Argo) was translated to Arabic and, thus, originally referred to the whole constellation rather than any specific star.","Arabic","--","2017/09/05"
"Athebyne","6,117","HR 6132","80331","η Dra","Athebyne","Dra","The transliteration Athebyne is one of several renderings of the Arabic asterism name الذئبين al-dhiʼbayn, ""the (two) wolves"" (ζ and η Draconis) aiming at the Camel's Foal (group of northern asterisms).","Arabic","--","2017/09/05"
"Brachium","5,604","HR 5603","73714","σ Lib","Brachium","Lib","For Bayer (1603), this star is γ Scorpii with no proper name but in the register for the Scorpius-star chart, he lists ""Virgilius brachium"" among other (Greek and Arabic) designations for this star. Allen (1899, 368/9) that Vergil had not meant it as a star name but only as a marker for the ""claws"", so it was never meant as a proper name.","Graeco-Latin","Allen (1899), Bayer (1603)","2017/09/05"
